,Genome_Bin,AROs
10436,GMBC10.162_744,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10437,GMBC10.164_003,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10438,GMBC10.164_211,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10439,GMBC10.164_222,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10440,GMBC10.164_658,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10441,GMBC10.164_896,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10442,GMBC10.166_364,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10443,GMBC10.166_377,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10444,GMBC10.166_378,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10445,GMBC10.166_588,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10446,GMBC10.167_930,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10447,GMBC10.168_477,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10448,GMBC10.169_445,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10449,GMBC10.170_340,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10450,GMBC10.170_433,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10451,GMBC10.170_585,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10452,GMBC10.172_058,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10453,GMBC10.172_509,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10454,GMBC10.172_945,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10455,GMBC10.173_664,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10456,GMBC10.176_514,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10457,GMBC10.177_058,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10458,GMBC10.177_239,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10459,GMBC10.177_245,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10460,GMBC10.178_005,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10461,GMBC10.178_043,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10462,GMBC10.179_086,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10463,GMBC10.180_776,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10464,GMBC10.180_879,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10465,GMBC10.181_207,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10466,GMBC10.181_526,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10467,GMBC10.181_872,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10468,GMBC10.182_699,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10469,GMBC10.183_404,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10470,GMBC10.183_583,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10471,GMBC10.183_705,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10472,GMBC10.183_707,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10473,GMBC10.185_659,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10474,GMBC10.186_199,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10475,GMBC10.186_620,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10476,GMBC10.189_652,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10477,GMBC10.189_763,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10478,GMBC10.189_950,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10479,GMBC10.191_988,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10480,GMBC10.192_351,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10481,GMBC10.195_030,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10482,GMBC10.195_296,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10483,GMBC10.195_301,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10484,GMBC10.196_616,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10485,GMBC10.199_086,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10486,GMBC10.199_153,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10487,GMBC10.200_591,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10488,GMBC10.201_369,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10489,GMBC10.204_763,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10490,GMBC10.206_114,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10491,GMBC10.207_258,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10492,GMBC10.207_327,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10493,GMBC10.210_702,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10494,GMBC10.212_558,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10495,GMBC10.215_879,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10496,GMBC10.216_253,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10497,GMBC10.221_019,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10498,GMBC10.221_378,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10499,GMBC10.223_285,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10500,GMBC10.223_302,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10501,GMBC10.223_324,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10502,GMBC10.224_427,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10503,GMBC10.227_167,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10504,GMBC10.234_512,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10505,GMBC10.261_879,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10506,GMBC10.263_010,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10507,GMBC10.263_259,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10508,GMBC10.264_526,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10509,GMBC10.265_913,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10510,GMBC10.266_646,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10511,GMBC10.267_895,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10512,GMBC10.270_127,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10513,GMBC10.270_167,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10514,GMBC10.270_271,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10515,GMBC10.270_492,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10516,GMBC10.270_652,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10517,GMBC10.270_972,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10518,GMBC10.271_915,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10519,GMBC10.272_027,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10520,GMBC10.272_315,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10521,GMBC10.272_385,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10522,GMBC10.272_735,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10523,GMBC10.272_778,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10524,GMBC10.273_131,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10525,GMBC10.273_297,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10526,GMBC10.273_300,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10527,GMBC10.273_434,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10528,GMBC10.273_663,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10529,GMBC10.273_788,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10530,GMBC10.273_923,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10531,GMBC10.274_211,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10532,GMBC10.274_233,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10533,GMBC10.274_422,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10534,GMBC10.274_608,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10535,GMBC10.274_974,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10536,GMBC10.274_982,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10537,GMBC10.275_081,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10538,GMBC10.275_200,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10539,GMBC10.275_268,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10540,GMBC10.275_658,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10541,GMBC10.275_802,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10542,GMBC10.276_296,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10543,GMBC10.276_882,"ARO:1000001,ARO:3000000,ARO:3000159,ARO:3000535,ARO:3000748"
10544,GMBC10.262_705,"ARO:0000031,ARO:1000001,ARO:3000000,ARO:3000210,ARO:3000381,ARO:3000383,ARO:3000501,ARO:3003276"
10545,GMBC10.272_416,"ARO:0000031,ARO:1000001,ARO:3000000,ARO:3000210,ARO:3000381,ARO:3000383,ARO:3000501,ARO:3003276"
10546,GMBC10.066_654,"ARO:0000031,ARO:1000001,ARO:3000000,ARO:3000446,ARO:3000521,ARO:3000529"
10547,GMBC10.129_272,"ARO:0000031,ARO:1000001,ARO:3000000,ARO:3000446,ARO:3000521,ARO:3000529"
10548,GMBC10.091_737,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10549,GMBC10.095_318,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10550,GMBC10.175_720,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10551,GMBC10.053_932,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10552,GMBC10.090_555,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10553,GMBC10.101_887,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10554,GMBC10.133_638,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10555,GMBC10.150_767,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10556,GMBC10.154_817,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10557,GMBC10.157_240,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10558,GMBC10.157_240,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10559,GMBC10.161_441,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10560,GMBC10.176_614,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10561,GMBC10.196_455,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10562,GMBC10.210_953,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10563,GMBC10.212_326,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10564,GMBC10.215_541,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10565,GMBC10.215_568,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10566,GMBC10.217_789,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10567,GMBC10.219_027,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10568,GMBC10.221_343,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10569,GMBC10.221_871,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10570,GMBC10.223_359,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10571,GMBC10.225_323,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10572,GMBC10.225_334,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10573,GMBC10.225_351,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10574,GMBC10.225_837,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10575,GMBC10.232_524,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10576,GMBC10.234_450,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10577,GMBC10.234_460,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10578,GMBC10.236_588,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10579,GMBC10.236_610,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10580,GMBC10.236_653,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10581,GMBC10.236_690,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10582,GMBC10.236_708,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10583,GMBC10.236_709,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10584,GMBC10.236_719,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10585,GMBC10.236_801,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10586,GMBC10.236_842,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10587,GMBC10.236_861,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10588,GMBC10.236_906,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10589,GMBC10.236_932,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10590,GMBC10.236_942,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10591,GMBC10.236_976,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10592,GMBC10.237_043,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10593,GMBC10.237_106,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10594,GMBC10.237_120,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10595,GMBC10.237_125,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10596,GMBC10.237_238,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10597,GMBC10.237_266,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10598,GMBC10.237_329,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10599,GMBC10.237_360,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10600,GMBC10.237_399,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10601,GMBC10.237_497,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10602,GMBC10.237_504,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10603,GMBC10.237_507,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10604,GMBC10.237_553,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10605,GMBC10.237_561,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10606,GMBC10.237_599,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10607,GMBC10.237_705,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10608,GMBC10.237_724,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10609,GMBC10.237_770,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10610,GMBC10.240_188,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10611,GMBC10.241_226,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10612,GMBC10.242_377,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10613,GMBC10.244_042,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10614,GMBC10.244_461,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10615,GMBC10.246_222,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10616,GMBC10.246_634,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10617,GMBC10.251_625,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10618,GMBC10.253_604,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10619,GMBC10.253_605,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10620,GMBC10.253_912,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10621,GMBC10.253_915,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10622,GMBC10.253_915,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10623,GMBC10.253_915,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10624,GMBC10.253_916,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10625,GMBC10.253_916,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10626,GMBC10.255_364,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10627,GMBC10.256_652,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10628,GMBC10.259_401,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10629,GMBC10.259_579,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10630,GMBC10.259_639,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10631,GMBC10.260_373,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10632,GMBC10.260_417,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10633,GMBC10.263_989,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10634,GMBC10.264_138,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10635,GMBC10.267_798,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10636,GMBC10.268_764,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10637,GMBC10.274_609,"ARO:1000001,ARO:3000000,ARO:3002984,ARO:3003577,ARO:3003580,ARO:3004112,ARO:3004269"
10638,GMBC10.027_338,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10639,GMBC10.027_497,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10640,GMBC10.035_536,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10641,GMBC10.035_724,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10642,GMBC10.040_826,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10643,GMBC10.041_680,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10644,GMBC10.045_821,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10645,GMBC10.054_404,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10646,GMBC10.056_037,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10647,GMBC10.059_657,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10648,GMBC10.064_538,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10649,GMBC10.065_803,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10650,GMBC10.073_539,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10651,GMBC10.075_511,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10652,GMBC10.081_686,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10653,GMBC10.083_725,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
10654,GMBC10.089_740,"ARO:1000001,ARO:3000000,ARO:3000012,ARO:3000494,ARO:3000574,ARO:3002905,ARO:3002925,ARO:3002976"
